Number,IsValid,IsFuzzy,UrlString,Path,Host,BodyLength,ExceedLength,HeaderLength,RedirectURL,FrontURL,Status,Spended,ContentType,Title,Frameworks,Extracteds,ErrString,Reason,Source,ReqDepth,Distance,Unique,BodySimhash,BodyMd5,BodyMmh3
0,true,false,http://116.8.108.147:8001/,/,,0,false,259,,,401,63,json,json data,," ",,,check,0,0,37590,ffffffffffffffff,d41d8cd98f00b204e9800998ecf8427e,-1840324437

